features,k,n,max_depth,min_leaf,auc_loocv,acc_loocv,sens,spec
"snap_sural_nerve,nis_ll,sas,ienfd_per_mm",4,35,3,4,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"snap_sural_nerve,sas,npsi,ienfd_per_mm",4,35,3,4,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"nis_ll,sas,npsi,ienfd_per_mm",4,35,3,4,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"sas,ienfd_per_mm",2,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"age,sas,ienfd_per_mm",3,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"sex,sas,ienfd_per_mm",3,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"snap_sural_nerve,sas,ienfd_per_mm",3,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"nis_ll,sas,ienfd_per_mm",3,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"sas,npsi,ienfd_per_mm",3,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"age,sex,sas,ienfd_per_mm",4,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"age,snap_sural_nerve,sas,ienfd_per_mm",4,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"age,nis_ll,sas,ienfd_per_mm",4,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"age,sas,npsi,ienfd_per_mm",4,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"sex,snap_sural_nerve,sas,ienfd_per_mm",4,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"sex,nis_ll,sas,ienfd_per_mm",4,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"sex,sas,npsi,ienfd_per_mm",4,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"snap_sural_nerve,nis_ll,sas,ienfd_per_mm",4,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"snap_sural_nerve,sas,npsi,ienfd_per_mm",4,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"nis_ll,sas,npsi,ienfd_per_mm",4,35,3,3,0.9143356643356644,0.7428571428571429,0.7727272727272727,0.6923076923076923
"age,sex,nf155_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"age,sex,nf186_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"age,nis_ll,nf155_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"age,nis_ll,nf186_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"age,npsi,nf155_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"age,npsi,nf186_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"age,ienfd_per_mm,nf155_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"age,ienfd_per_mm,nf186_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"age,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"sex,nis_ll,nf155_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"sex,nis_ll,nf186_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"sex,npsi,nf155_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"sex,npsi,nf186_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"sex,ienfd_per_mm,nf155_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"sex,ienfd_per_mm,nf186_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"sex,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"nis_ll,npsi,nf155_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"nis_ll,npsi,nf186_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"nis_ll,ienfd_per_mm,nf155_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"nis_ll,ienfd_per_mm,nf186_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"nis_ll,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"npsi,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"ienfd_per_mm,nf155_mean_nm,nf186_mean_nm,caspr1_mean_nm",4,32,2,2,0.9129554655870447,0.78125,0.8947368421052632,0.6153846153846154
"snap_sural_nerve,sas,npsi,caspr1_mean_nm",4,32,2,2,0.9129554655870445,0.8125,0.8421052631578947,0.7692307692307693
"snap_sural_nerve,sas,ienfd_per_mm,caspr1_mean_nm",4,32,2,2,0.9129554655870445,0.8125,0.8421052631578947,0.7692307692307693
"snap_sural_nerve,sas,npsi,caspr1_mean_nm",4,32,3,2,0.9129554655870445,0.8125,0.8421052631578947,0.7692307692307693
"snap_sural_nerve,sas,ienfd_per_mm,caspr1_mean_nm",4,32,3,2,0.9129554655870445,0.8125,0.8421052631578947,0.7692307692307693
nf155_mean_nm,1,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
nf186_mean_nm,1,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nf155_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nf186_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nf155_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nf186_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nf155_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nf186_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nf155_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nf186_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,nf155_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,nf186_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,nf155_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,nf186_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"ienfd_per_mm,nf155_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"ienfd_per_mm,nf186_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nf155_mean_nm,nf186_mean_nm",2,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,ienfd_per_mm,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,ienfd_per_mm,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nf155_mean_nm,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,hba1c_pct,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,snap_sural_nerve,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,snap_sural_nerve,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nis_ll,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nis_ll,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,npsi,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,npsi,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,ienfd_per_mm,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,ienfd_per_mm,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nf155_mean_nm,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,ienfd_per_mm,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,ienfd_per_mm,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nf155_mean_nm,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nf155_mean_nm,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,ienfd_per_mm,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,ienfd_per_mm,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,nf155_mean_nm,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,ienfd_per_mm,nf155_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,ienfd_per_mm,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,nf155_mean_nm,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",3,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,hba1c_pct,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,hba1c_pct,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,snap_sural_nerve,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,snap_sural_nerve,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nis_ll,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nis_ll,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,npsi,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,npsi,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,ienfd_per_mm,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,ienfd_per_mm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,snap_sural_nerve,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,snap_sural_nerve,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,nis_ll,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,nis_ll,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,npsi,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,npsi,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,ienfd_per_mm,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,ienfd_per_mm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,hba1c_pct,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,nis_ll,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,nis_ll,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,npsi,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,npsi,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,snap_sural_nerve,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,npsi,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,npsi,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,ienfd_per_mm,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,ienfd_per_mm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,ienfd_per_mm,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,ienfd_per_mm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nis_ll,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nis_ll,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,npsi,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,npsi,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,ienfd_per_mm,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,ienfd_per_mm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,snap_sural_nerve,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,npsi,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,npsi,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,ienfd_per_mm,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,ienfd_per_mm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,nis_ll,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,ienfd_per_mm,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,ienfd_per_mm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,npsi,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"hba1c_pct,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,npsi,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,npsi,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,ienfd_per_mm,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,ienfd_per_mm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,nis_ll,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,ienfd_per_mm,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,ienfd_per_mm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,npsi,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"snap_sural_nerve,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,ienfd_per_mm,nf155_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,ienfd_per_mm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,ienfd_per_mm,nf155_mean_nm,nf186_mean_nm",4,32,2,3,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
nf155_mean_nm,1,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
nf186_mean_nm,1,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nf155_mean_nm",2,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nf186_mean_nm",2,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nf155_mean_nm",2,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nf186_mean_nm",2,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,nf155_mean_nm",2,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,nf186_mean_nm",2,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,nf155_mean_nm",2,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"npsi,nf186_mean_nm",2,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"ienfd_per_mm,nf155_mean_nm",2,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"ienfd_per_mm,nf186_mean_nm",2,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nf155_mean_nm,nf186_mean_nm",2,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nf155_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,sex,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,nf155_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nis_ll,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,nf155_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,npsi,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,ienfd_per_mm,nf155_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,ienfd_per_mm,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"age,nf155_mean_nm,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nis_ll,nf155_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nis_ll,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,npsi,nf155_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,npsi,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,ienfd_per_mm,nf155_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,ienfd_per_mm,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"sex,nf155_mean_nm,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf155_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,npsi,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,ienfd_per_mm,nf155_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
"nis_ll,ienfd_per_mm,nf186_mean_nm",3,32,2,2,0.9129554655870444,0.84375,0.8947368421052632,0.7692307692307693
